Customer_ID,Customer_Name,Phone_Number,Gender,Age,City,State,Plan_Type,Network_Type,Avg_Monthly_Usage_Min,Avg_Data_Usage_GB,Monthly_Bill_Amount,Telecom_Company
CUST02378,Khushi Rajagopal,+917433148236,Male,30,Durgapur,West Bengal,Prepaid,VoLTE,696.8,35.32,1375.32,IndiTel Communications
CUST02379,Eva Sane,+919846631261,Female,31,Bangalore,Karnataka,Postpaid,4G,408.8,23.37,1865.83,IndiTel Communications
CUST02380,Saksham Andra,+919727524244,Male,31,Howrah,West Bengal,Prepaid,4G,598.0,47.93,497.22,IndiTel Communications
CUST02381,Sana Hari,+918977204224,Female,51,Coimbatore,Tamil Nadu,Postpaid,5G,858.2,24.54,2361.62,IndiTel Communications
CUST02382,Chirag Vasa,+918893444485,Female,61,Warangal,Telangana,Prepaid,VoLTE,319.0,46.7,1275.86,IndiTel Communications
CUST02383,Anaya Khare,+918948823619,Female,44,Hyderabad,Telangana,Postpaid,5G,957.2,31.76,1937.76,IndiTel Communications
CUST02384,Himmat Dhawan,+917712345808,Female,31,Mangalore,Karnataka,Prepaid,5G,267.5,21.72,837.14,IndiTel Communications
CUST02385,Biju Yadav,+919718921873,Female,35,Mumbai,Maharashtra,Prepaid,VoLTE,165.5,46.28,1815.44,IndiTel Communications
CUST02386,Stuvan Zacharia,+919581689586,Female,62,Vadodara,Gujarat,Prepaid,5G,246.2,18.24,1972.37,IndiTel Communications
CUST02387,Rohan Sarma,+917923062841,Male,24,Nagpur,Maharashtra,Postpaid,VoLTE,756.5,19.11,2311.46,IndiTel Communications
CUST02388,Taran Ratta,+917174795657,Female,62,Karimnagar,Telangana,Prepaid,5G,824.6,40.83,1219.28,IndiTel Communications
CUST02389,Jhanvi Saran,+918293734219,Male,24,Vadodara,Gujarat,Prepaid,4G,184.4,35.92,2321.29,IndiTel Communications
CUST02390,Advika Bath,+917209211818,Female,65,Surat,Gujarat,Prepaid,5G,166.4,22.43,1663.1,IndiTel Communications
CUST02391,Fateh Bera,+917857505754,Female,50,Coimbatore,Tamil Nadu,Postpaid,4G,675.5,10.87,503.54,IndiTel Communications
CUST02392,Chirag Ahuja,+919826332781,Male,54,Pune,Maharashtra,Prepaid,5G,733.9,22.52,1668.56,IndiTel Communications
CUST02393,Amani Sampath,+918656709132,Male,55,Kanpur,Uttar Pradesh,Postpaid,5G,321.5,16.37,1439.55,IndiTel Communications
CUST02394,Myra Date,+919845694300,Male,24,Noida,Uttar Pradesh,Prepaid,4G,846.5,25.51,2380.8,IndiTel Communications
CUST02395,Oorja Rege,+918672511501,Male,31,Pune,Maharashtra,Prepaid,VoLTE,905.7,8.52,2418.1,IndiTel Communications
CUST02396,Yuvraj  Singhal,+918926818224,Male,48,Pune,Maharashtra,Postpaid,5G,641.8,29.56,2246.81,IndiTel Communications
CUST02397,Nitya Ramanathan,+917600989964,Male,24,Pune,Maharashtra,Postpaid,5G,248.5,9.63,1057.79,IndiTel Communications
CUST02398,Abram Mann,+917839915778,Male,51,Vadodara,Gujarat,Prepaid,VoLTE,588.7,42.58,2459.05,IndiTel Communications
CUST02399,Aarush Karpe,+917356193726,Male,33,Bangalore,Karnataka,Postpaid,5G,889.7,2.58,873.08,IndiTel Communications
CUST02400,Nitya Kar,+919885340576,Male,21,Pune,Maharashtra,Prepaid,5G,905.8,3.15,2016.35,IndiTel Communications
CUST02401,Mishti Chaudhry,+919350013059,Male,39,Bangalore,Karnataka,Postpaid,VoLTE,162.2,32.28,2137.24,IndiTel Communications
CUST02402,Zoya Chadha,+919339428181,Female,25,Coimbatore,Tamil Nadu,Prepaid,5G,900.0,28.16,1597.75,IndiTel Communications
CUST02403,Abram Dhawan,+918290795023,Female,39,Rohini,Delhi,Prepaid,4G,122.8,18.18,1869.93,IndiTel Communications
CUST02404,Manikya Khanna,+917802385787,Female,22,Vadodara,Gujarat,Prepaid,VoLTE,110.1,33.97,175.01,IndiTel Communications
CUST02405,Arnav Dhaliwal,+918886441495,Male,61,Mangalore,Karnataka,Postpaid,VoLTE,602.9,11.57,835.45,IndiTel Communications
CUST02406,Gatik Ahuja,+918459729797,Male,49,Mysore,Karnataka,Prepaid,4G,939.4,34.17,591.12,IndiTel Communications
CUST02407,Lagan Wadhwa,+919145150211,Female,23,Ahmedabad,Gujarat,Prepaid,4G,398.3,1.77,1475.26,IndiTel Communications
CUST02408,Lakshay Reddy,+918415934746,Male,58,Kanpur,Uttar Pradesh,Prepaid,VoLTE,892.0,27.9,1728.33,IndiTel Communications
CUST02409,Raunak Hari,+917021478063,Male,61,Howrah,West Bengal,Postpaid,5G,363.2,20.16,1133.27,IndiTel Communications
CUST02410,Kimaya Dixit,+917767516680,Female,61,Mumbai,Maharashtra,Prepaid,5G,315.6,38.66,1613.06,IndiTel Communications
CUST02411,Alia Wable,+917072588221,Male,47,Howrah,West Bengal,Postpaid,5G,939.4,6.16,1108.66,IndiTel Communications
CUST02412,Mannat Devan,+918900043448,Female,57,Lucknow,Uttar Pradesh,Postpaid,5G,167.2,32.52,1000.22,IndiTel Communications
CUST02413,Zain Shroff,+917509568405,Male,49,Surat,Gujarat,Postpaid,4G,195.5,6.04,885.2,IndiTel Communications
CUST02414,Kartik Malhotra,+918457886148,Male,42,Vadodara,Gujarat,Postpaid,5G,121.0,19.17,1386.04,IndiTel Communications
CUST02415,Kimaya Rau,+917186237811,Female,49,Dwarka,Delhi,Postpaid,VoLTE,553.7,37.03,368.58,IndiTel Communications
CUST02416,Ishita Deshmukh,+917287772905,Female,43,Rohini,Delhi,Prepaid,5G,459.6,27.33,1469.38,IndiTel Communications
CUST02417,Kartik Mangal,+918945816611,Female,37,Rohini,Delhi,Postpaid,4G,320.3,8.12,1521.86,IndiTel Communications
CUST02418,Manjari Ramakrishnan,+918161518462,Male,57,Warangal,Telangana,Postpaid,5G,578.4,22.71,2353.95,IndiTel Communications
CUST02419,Lakshay Dash,+919178123687,Female,35,Noida,Uttar Pradesh,Postpaid,5G,329.6,27.36,1152.63,IndiTel Communications
CUST02420,Abram Setty,+918878333843,Female,59,Howrah,West Bengal,Prepaid,4G,245.3,32.44,658.01,IndiTel Communications
CUST02421,Vanya Sankaran,+919728678625,Female,36,Nagpur,Maharashtra,Prepaid,5G,694.5,14.09,1147.07,IndiTel Communications
CUST02422,Prisha Sangha,+917044395763,Female,56,Nagpur,Maharashtra,Postpaid,4G,527.8,16.23,1470.98,IndiTel Communications
CUST02423,Aarav Joshi,+918833826458,Female,60,Coimbatore,Tamil Nadu,Postpaid,4G,358.3,35.45,2286.54,IndiTel Communications
CUST02424,Aarav Tripathi,+917839887445,Male,28,Rohini,Delhi,Postpaid,VoLTE,906.1,4.79,2425.57,IndiTel Communications
CUST02425,Neysa Sagar,+919912726025,Female,35,Ahmedabad,Gujarat,Prepaid,5G,140.2,22.07,552.89,IndiTel Communications
CUST02426,Krish Apte,+918192158735,Male,51,Lucknow,Uttar Pradesh,Prepaid,5G,276.4,11.32,1659.21,IndiTel Communications
CUST02427,Baiju Borra,+918681534803,Male,27,Ahmedabad,Gujarat,Prepaid,5G,303.3,17.97,489.54,IndiTel Communications
CUST02428,Mohanlal Lal,+918303636223,Male,28,Mumbai,Maharashtra,Postpaid,5G,365.2,38.43,1687.43,IndiTel Communications
CUST02429,Bhamini Gulati,+917119613723,Female,55,Bangalore,Karnataka,Prepaid,VoLTE,916.1,37.41,347.53,IndiTel Communications
CUST02430,Reyansh Goda,+917034177917,Female,58,Madurai,Tamil Nadu,Postpaid,5G,357.2,23.17,428.97,IndiTel Communications
CUST02431,Shanaya Lal,+919621476531,Male,20,Karimnagar,Telangana,Postpaid,VoLTE,767.6,3.88,2326.22,IndiTel Communications
CUST02432,Taimur Chandra,+918090186309,Female,30,Warangal,Telangana,Prepaid,VoLTE,195.7,31.63,2096.42,IndiTel Communications
CUST02433,Zaina Balay,+919422249606,Male,44,Mumbai,Maharashtra,Prepaid,5G,853.8,36.6,1302.52,IndiTel Communications
CUST02434,Advika Sarin,+917149367150,Male,19,Noida,Uttar Pradesh,Postpaid,VoLTE,718.5,31.45,1653.03,IndiTel Communications
CUST02435,Tejas Dugal,+918381352453,Male,22,Vadodara,Gujarat,Prepaid,4G,156.1,48.72,2283.57,IndiTel Communications
CUST02436,Jivika Sachdeva,+917135510086,Female,20,Warangal,Telangana,Prepaid,VoLTE,278.3,9.29,411.32,IndiTel Communications
CUST02437,Baiju Mangat,+918117725367,Female,54,Coimbatore,Tamil Nadu,Postpaid,VoLTE,365.5,33.2,1471.53,IndiTel Communications
CUST02438,Aaryahi Sandhu,+917524224289,Male,49,Pune,Maharashtra,Postpaid,5G,146.7,14.32,1758.26,IndiTel Communications
CUST02439,Rohan Gokhale,+919787273596,Male,63,Rohini,Delhi,Prepaid,VoLTE,904.5,22.97,667.51,IndiTel Communications
CUST02440,Advik Butala,+917344330606,Female,56,Dwarka,Delhi,Postpaid,5G,871.4,6.48,563.81,IndiTel Communications
CUST02441,Hiran Lad,+917108557225,Female,38,Hyderabad,Telangana,Prepaid,VoLTE,980.8,25.88,571.66,IndiTel Communications
CUST02442,Saira Kalla,+918195124760,Female,28,Mangalore,Karnataka,Postpaid,4G,202.2,49.32,774.86,IndiTel Communications
CUST02443,Romil Biswas,+917270698064,Female,46,Vadodara,Gujarat,Prepaid,4G,363.0,31.39,860.29,IndiTel Communications
CUST02444,Chirag Goel,+918835134636,Female,63,Dwarka,Delhi,Prepaid,4G,213.6,38.35,541.43,IndiTel Communications
CUST02445,Shamik Bassi,+918767441497,Female,23,Ahmedabad,Gujarat,Prepaid,4G,618.6,36.04,1773.7,IndiTel Communications
CUST02446,Aradhya Ramaswamy,+918844099137,Male,32,Durgapur,West Bengal,Postpaid,5G,254.0,42.12,1092.85,IndiTel Communications
CUST02447,Kiaan Guha,+917253797316,Female,37,Surat,Gujarat,Postpaid,4G,112.5,33.84,1993.44,IndiTel Communications
CUST02448,Rania Krishnan,+918869031674,Male,49,Kolkata,West Bengal,Postpaid,5G,629.1,30.73,2355.46,IndiTel Communications
CUST02449,Aayush Kashyap,+917293582249,Male,35,Vadodara,Gujarat,Prepaid,VoLTE,685.2,46.95,1787.77,IndiTel Communications
CUST02450,Armaan Sane,+918577463772,Female,55,Durgapur,West Bengal,Postpaid,4G,136.1,13.67,2385.29,IndiTel Communications
CUST02451,Oorja Suri,+919314791714,Male,26,Coimbatore,Tamil Nadu,Postpaid,VoLTE,729.2,13.59,1012.1,IndiTel Communications
CUST02452,Divyansh Balan,+919505850026,Male,63,Noida,Uttar Pradesh,Postpaid,VoLTE,409.2,8.77,726.64,IndiTel Communications
CUST02453,Divit Rau,+918914250772,Male,22,Coimbatore,Tamil Nadu,Prepaid,5G,306.5,41.34,241.6,IndiTel Communications
CUST02454,Anahi Varty,+917372586835,Female,18,Bangalore,Karnataka,Postpaid,5G,243.8,36.29,711.38,IndiTel Communications
CUST02455,Riaan Bhatti,+919560855615,Female,65,Karimnagar,Telangana,Postpaid,5G,224.7,8.99,697.55,IndiTel Communications
CUST02456,Nayantara Sanghvi,+919749095939,Female,34,Mangalore,Karnataka,Prepaid,VoLTE,752.6,33.06,252.89,IndiTel Communications
CUST02457,Neysa Batra,+917969462214,Male,51,Mumbai,Maharashtra,Postpaid,5G,668.0,12.09,1887.16,IndiTel Communications
CUST02458,Shayak Mallick,+918920205431,Male,58,Madurai,Tamil Nadu,Postpaid,VoLTE,774.2,29.86,653.24,IndiTel Communications
CUST02459,Nitara Sarkar,+919611668999,Male,61,Kolkata,West Bengal,Postpaid,4G,358.1,15.7,2241.87,IndiTel Communications
CUST02460,Divij Toor,+917758407730,Female,27,Mysore,Karnataka,Prepaid,VoLTE,505.2,22.84,1137.34,IndiTel Communications
CUST02461,Ranbir Vohra,+919079891446,Female,28,Mangalore,Karnataka,Prepaid,VoLTE,955.6,46.85,2268.23,IndiTel Communications
CUST02462,Kiara Bhalla,+919584302390,Female,64,Kanpur,Uttar Pradesh,Prepaid,5G,118.4,42.03,2145.8,IndiTel Communications
CUST02463,Aarav Mahajan,+919698904513,Female,30,Howrah,West Bengal,Prepaid,4G,734.6,10.19,1617.83,IndiTel Communications
CUST02464,Ira Chauhan,+917315110595,Female,29,Chennai,Tamil Nadu,Postpaid,5G,756.4,49.78,1605.47,IndiTel Communications
CUST02465,Vivaan Agrawal,+917154348892,Female,21,Vadodara,Gujarat,Postpaid,4G,216.8,21.49,1267.55,IndiTel Communications
CUST02466,Yuvraj  Bhatnagar,+917224487988,Female,27,Bangalore,Karnataka,Prepaid,VoLTE,640.0,2.75,777.79,IndiTel Communications
CUST02467,Yuvaan Vig,+918563625093,Female,64,Warangal,Telangana,Postpaid,4G,435.7,34.03,449.47,IndiTel Communications
CUST02468,Divij Sachdeva,+918740426016,Male,37,Chennai,Tamil Nadu,Prepaid,VoLTE,431.7,36.49,593.39,IndiTel Communications
CUST02469,Faiyaz Badami,+917271029915,Male,56,Lucknow,Uttar Pradesh,Postpaid,5G,117.6,9.56,2176.34,IndiTel Communications
CUST02470,Ayesha Gara,+918834295106,Female,65,Chennai,Tamil Nadu,Prepaid,5G,401.0,44.31,836.33,IndiTel Communications
CUST02471,Madhup Raja,+917030673197,Female,22,Noida,Uttar Pradesh,Postpaid,4G,138.8,37.48,680.68,IndiTel Communications
CUST02472,Tarini Khare,+918173643425,Male,21,Rohini,Delhi,Postpaid,4G,454.1,44.95,2020.29,IndiTel Communications
CUST02473,Lakshit Vaidya,+917821289991,Male,64,New Delhi,Delhi,Postpaid,5G,401.7,9.18,1055.18,IndiTel Communications
CUST02474,Hiran Sridhar,+918692492727,Male,22,Bangalore,Karnataka,Prepaid,5G,342.4,13.63,1763.39,IndiTel Communications
CUST02475,Saira Gole,+919250116798,Female,30,Chennai,Tamil Nadu,Postpaid,4G,329.3,15.22,376.52,IndiTel Communications
CUST02476,Diya Singhal,+917564403341,Male,40,Lucknow,Uttar Pradesh,Prepaid,5G,470.7,14.06,1938.93,IndiTel Communications
CUST02477,Samiha Malhotra,+917393286592,Male,47,Lucknow,Uttar Pradesh,Postpaid,5G,299.2,32.37,1739.76,IndiTel Communications
CUST02478,Vritika Sachdev,+917870036604,Male,39,Howrah,West Bengal,Prepaid,4G,126.4,20.95,754.3,IndiTel Communications
CUST02479,Heer Uppal,+917018213285,Male,51,Bangalore,Karnataka,Prepaid,5G,741.1,49.65,2311.78,IndiTel Communications
CUST02480,Inaaya  Dhar,+918657301418,Female,46,Karimnagar,Telangana,Prepaid,VoLTE,219.3,17.86,398.66,IndiTel Communications
CUST02481,Zoya Yohannan,+918281798723,Female,52,Rohini,Delhi,Postpaid,4G,323.2,1.02,1809.02,IndiTel Communications
CUST02482,Purab Banerjee,+917478092314,Male,41,New Delhi,Delhi,Postpaid,5G,957.3,22.14,2441.84,IndiTel Communications
CUST02483,Riya Shan,+918731656723,Male,26,Surat,Gujarat,Postpaid,5G,203.3,4.26,1797.71,IndiTel Communications
CUST02484,Khushi Madan,+919474846222,Male,43,Howrah,West Bengal,Prepaid,4G,698.3,22.3,1952.36,IndiTel Communications
CUST02485,Khushi Gaba,+918311362742,Female,38,Nagpur,Maharashtra,Prepaid,VoLTE,249.9,36.02,1569.2,IndiTel Communications
CUST02486,Biju Bawa,+918800336835,Female,25,Dwarka,Delhi,Postpaid,VoLTE,668.2,13.87,2398.69,IndiTel Communications
CUST02487,Himmat Mahajan,+917077943756,Female,46,Dwarka,Delhi,Postpaid,4G,558.3,31.31,1700.55,IndiTel Communications
CUST02488,Alia Bhakta,+918143346196,Female,31,Surat,Gujarat,Postpaid,VoLTE,264.4,39.92,2486.37,IndiTel Communications
CUST02489,Hrishita Solanki,+917395874427,Female,22,Hyderabad,Telangana,Postpaid,VoLTE,311.5,37.94,1564.89,IndiTel Communications
CUST02490,Urvi Rout,+917086437181,Male,60,Kanpur,Uttar Pradesh,Postpaid,5G,113.2,29.38,2466.98,IndiTel Communications
CUST02491,Fateh Golla,+918788463275,Male,30,Karimnagar,Telangana,Postpaid,5G,252.3,34.6,737.28,IndiTel Communications
CUST02492,Mehul Tiwari,+919531924754,Male,42,Hyderabad,Telangana,Prepaid,4G,279.8,9.09,1550.27,IndiTel Communications
CUST02493,Adira Kunda,+919370716748,Male,34,Coimbatore,Tamil Nadu,Prepaid,VoLTE,174.3,8.2,650.81,IndiTel Communications
CUST02494,Zaina Sanghvi,+919344143317,Female,62,Hyderabad,Telangana,Postpaid,5G,189.6,45.22,1080.99,IndiTel Communications
CUST02495,Alia Sood,+917810751802,Male,43,Mumbai,Maharashtra,Prepaid,VoLTE,667.6,35.94,2401.05,IndiTel Communications
CUST02496,Jivika Ganesh,+919926515184,Male,31,Howrah,West Bengal,Postpaid,5G,259.4,35.47,768.05,IndiTel Communications
CUST02497,Mehul Goyal,+917600827992,Male,54,Rohini,Delhi,Postpaid,4G,533.3,40.42,822.72,IndiTel Communications
CUST02498,Emir Sinha,+917027273542,Female,47,Madurai,Tamil Nadu,Prepaid,VoLTE,160.3,16.15,1717.6,IndiTel Communications
CUST02499,Hrishita Bhat,+917473501933,Male,39,Surat,Gujarat,Postpaid,5G,785.5,9.59,1443.83,IndiTel Communications
CUST02500,Kartik Vyas,+919026735842,Female,51,Hyderabad,Telangana,Prepaid,5G,328.1,26.37,558.53,IndiTel Communications
CUST02501,Pihu Dave,+919309021252,Male,32,Pune,Maharashtra,Prepaid,VoLTE,489.3,33.26,2231.53,IndiTel Communications
CUST02502,Jiya Bhasin,+918918761955,Male,62,Madurai,Tamil Nadu,Prepaid,VoLTE,576.0,14.0,1931.42,IndiTel Communications
CUST02503,Madhav Chana,+918610250001,Male,50,Madurai,Tamil Nadu,Prepaid,VoLTE,364.9,16.55,1653.98,IndiTel Communications
CUST02504,Yuvraj  Swamy,+919416587629,Male,47,Madurai,Tamil Nadu,Prepaid,4G,749.6,48.82,983.7,IndiTel Communications
CUST02505,Himmat Swamy,+919533525082,Male,37,Noida,Uttar Pradesh,Postpaid,5G,524.9,15.11,1667.74,IndiTel Communications
CUST02506,Keya Solanki,+917719974558,Female,54,Nagpur,Maharashtra,Postpaid,4G,777.5,13.89,177.25,IndiTel Communications
CUST02507,Biju Dave,+917013744761,Female,47,Coimbatore,Tamil Nadu,Prepaid,VoLTE,170.2,10.22,2353.73,IndiTel Communications
CUST02508,Lakshay Jani,+919360019184,Male,65,Warangal,Telangana,Postpaid,VoLTE,122.0,14.49,171.25,IndiTel Communications
CUST02509,Saanvi Chakraborty,+919975935858,Female,50,Mysore,Karnataka,Prepaid,4G,651.3,1.18,701.61,IndiTel Communications
CUST02510,Ritvik Bakshi,+919475751269,Male,59,Pune,Maharashtra,Prepaid,5G,612.2,8.19,1178.02,IndiTel Communications
CUST02511,Adah Sur,+917255989639,Female,35,Kanpur,Uttar Pradesh,Prepaid,4G,142.6,21.39,450.78,IndiTel Communications
CUST02512,Divyansh Chawla,+917248364150,Female,20,Kolkata,West Bengal,Postpaid,4G,491.4,19.36,2465.32,IndiTel Communications
CUST02513,Gokul Dada,+918200376990,Female,45,Chennai,Tamil Nadu,Postpaid,VoLTE,239.9,47.78,682.48,IndiTel Communications
CUST02514,Arnav Sekhon,+917329684171,Male,28,New Delhi,Delhi,Prepaid,4G,314.9,15.13,656.31,IndiTel Communications
CUST02515,Purab Vohra,+918620212932,Male,18,Nagpur,Maharashtra,Prepaid,4G,439.2,1.53,1175.08,IndiTel Communications
CUST02516,Devansh Mann,+918819417877,Female,21,Coimbatore,Tamil Nadu,Prepaid,4G,726.4,39.13,947.97,IndiTel Communications
CUST02517,Abram Atwal,+919396369690,Male,63,Mumbai,Maharashtra,Postpaid,4G,431.8,5.17,370.45,IndiTel Communications
CUST02518,Parinaaz Dhawan,+919265507114,Male,47,Nagpur,Maharashtra,Postpaid,5G,355.4,19.17,394.26,IndiTel Communications
CUST02519,Jivika Chaudhry,+917956283218,Female,25,Dwarka,Delhi,Prepaid,VoLTE,622.3,20.26,858.9,IndiTel Communications
CUST02520,Ivan Bajwa,+917839127982,Male,55,Hyderabad,Telangana,Postpaid,4G,333.1,46.69,1250.02,IndiTel Communications
CUST02521,Rhea Krishnan,+917137341214,Male,37,Ahmedabad,Gujarat,Prepaid,5G,807.0,4.11,1098.08,IndiTel Communications
CUST02522,Yakshit Sha,+918201082700,Female,44,Surat,Gujarat,Postpaid,4G,272.8,12.45,1595.39,IndiTel Communications
CUST02523,Manikya Chad,+919840178084,Male,34,Karimnagar,Telangana,Postpaid,VoLTE,964.6,41.77,2068.65,IndiTel Communications
CUST02524,Mahika Sha,+919166655496,Male,57,Nagpur,Maharashtra,Postpaid,5G,612.2,40.1,760.4,IndiTel Communications
CUST02525,Tushar Rau,+919837342509,Female,38,Durgapur,West Bengal,Prepaid,5G,314.5,26.27,1755.44,IndiTel Communications
CUST02526,Aarush Ganesh,+919001228970,Male,47,Dwarka,Delhi,Prepaid,VoLTE,397.1,41.18,369.89,IndiTel Communications
CUST02527,Jiya Chakrabarti,+918592965432,Female,64,Surat,Gujarat,Prepaid,5G,199.3,38.47,1488.99,IndiTel Communications
CUST02528,Dhanush Dutt,+918836808055,Female,59,Vadodara,Gujarat,Prepaid,4G,627.7,8.0,299.8,IndiTel Communications
CUST02529,Kartik Kale,+918566922276,Female,29,Bangalore,Karnataka,Postpaid,5G,354.3,2.47,391.7,IndiTel Communications
CUST02530,Tanya Goda,+919843183523,Male,34,Coimbatore,Tamil Nadu,Postpaid,VoLTE,675.3,38.47,733.4,IndiTel Communications
CUST02531,Priyansh Atwal,+918246120093,Female,37,Mysore,Karnataka,Postpaid,4G,274.8,40.96,2070.76,IndiTel Communications
CUST02532,Khushi Subramanian,+919833524481,Female,26,Lucknow,Uttar Pradesh,Postpaid,VoLTE,678.8,27.35,611.68,IndiTel Communications
CUST02533,Raunak Dar,+917455470278,Male,50,Vadodara,Gujarat,Postpaid,4G,888.2,2.22,839.19,IndiTel Communications
CUST02534,Vaibhav Som,+917306696616,Male,32,Ahmedabad,Gujarat,Postpaid,5G,587.6,37.6,825.88,IndiTel Communications
CUST02535,Prisha Sinha,+919103576887,Male,32,Warangal,Telangana,Postpaid,VoLTE,813.9,24.21,1650.52,IndiTel Communications
CUST02536,Vihaan Bajwa,+917098677550,Male,45,Durgapur,West Bengal,Postpaid,VoLTE,884.4,27.02,1548.25,IndiTel Communications
CUST02537,Kaira Kala,+917272814612,Female,23,Chennai,Tamil Nadu,Postpaid,4G,763.0,31.48,2339.17,IndiTel Communications
CUST02538,Suhana Kaul,+918272344014,Female,62,Howrah,West Bengal,Prepaid,4G,709.0,22.81,2404.64,IndiTel Communications
CUST02539,Shlok Hayer,+918160881558,Male,49,Vadodara,Gujarat,Prepaid,VoLTE,879.5,8.07,1210.86,IndiTel Communications
CUST02540,Jayan Jayaraman,+917636296503,Male,59,Nagpur,Maharashtra,Prepaid,4G,737.6,6.13,1837.0,IndiTel Communications
CUST02541,Saira Virk,+918024293514,Female,33,Kanpur,Uttar Pradesh,Prepaid,5G,966.5,41.37,376.48,IndiTel Communications
CUST02542,Himmat Butala,+919262130408,Female,45,Ahmedabad,Gujarat,Prepaid,VoLTE,968.9,9.6,421.32,IndiTel Communications
CUST02543,Khushi Aurora,+918442444718,Female,26,Mumbai,Maharashtra,Postpaid,4G,581.9,4.51,2099.25,IndiTel Communications
CUST02544,Lakshit Sant,+919753388844,Female,22,Chennai,Tamil Nadu,Prepaid,VoLTE,714.6,22.1,2418.63,IndiTel Communications
CUST02545,Lakshay Vaidya,+917650126003,Male,47,Noida,Uttar Pradesh,Postpaid,4G,812.1,11.35,593.62,IndiTel Communications
CUST02546,Emir Rau,+918417704385,Male,43,Hyderabad,Telangana,Postpaid,5G,338.7,2.32,2307.54,IndiTel Communications
CUST02547,Jayesh Chakrabarti,+917242324501,Male,52,Mangalore,Karnataka,Prepaid,VoLTE,238.0,48.29,2355.46,IndiTel Communications
CUST02548,Sahil Buch,+918330487455,Male,60,Rohini,Delhi,Postpaid,5G,629.5,35.5,379.6,IndiTel Communications
CUST02549,Lagan Varma,+919710709769,Male,61,Durgapur,West Bengal,Prepaid,4G,923.1,32.83,1143.84,IndiTel Communications
CUST02550,Yasmin Anand,+919080532685,Female,47,Ahmedabad,Gujarat,Postpaid,VoLTE,365.2,7.47,1846.17,IndiTel Communications
CUST02551,Nayantara Butala,+918981626854,Female,24,Noida,Uttar Pradesh,Prepaid,5G,468.5,46.69,399.09,IndiTel Communications
CUST02552,Prisha Kumar,+917226108608,Female,35,Coimbatore,Tamil Nadu,Postpaid,5G,390.5,43.21,1713.3,IndiTel Communications
CUST02553,Parinaaz Mangal,+918818102071,Male,46,Howrah,West Bengal,Postpaid,4G,707.1,22.74,2076.23,IndiTel Communications
CUST02554,Indrans Varghese,+918977029452,Female,24,Hyderabad,Telangana,Postpaid,5G,727.9,47.04,1075.21,IndiTel Communications
CUST02555,Saksham Lad,+919588625946,Male,50,Bangalore,Karnataka,Prepaid,4G,704.5,7.44,484.43,IndiTel Communications
CUST02556,Lavanya Sagar,+918997019505,Male,63,Vadodara,Gujarat,Postpaid,4G,802.0,16.77,1175.05,IndiTel Communications
CUST02557,Mahika Raja,+918704603010,Female,18,Karimnagar,Telangana,Postpaid,5G,101.4,45.35,2152.61,IndiTel Communications
CUST02558,Ehsaan Khanna,+917024015747,Female,58,Dwarka,Delhi,Prepaid,VoLTE,675.7,37.97,577.3,IndiTel Communications
CUST02559,Zaina Dhar,+919883793103,Female,53,Bangalore,Karnataka,Prepaid,5G,360.2,18.86,1534.12,IndiTel Communications
CUST02560,Kiara Saini,+917432157362,Female,64,Surat,Gujarat,Prepaid,4G,649.4,3.28,167.6,IndiTel Communications
CUST02561,Faiyaz Tara,+918035866782,Male,23,Rohini,Delhi,Prepaid,5G,222.5,27.51,1565.17,IndiTel Communications
CUST02562,Fateh Sanghvi,+919622056350,Male,34,Surat,Gujarat,Prepaid,VoLTE,278.5,14.07,1715.71,IndiTel Communications
CUST02563,Fateh Dhaliwal,+919931802589,Male,37,Surat,Gujarat,Postpaid,VoLTE,556.0,36.64,2270.32,IndiTel Communications
CUST02564,Myra Bains,+918067784243,Female,54,Bangalore,Karnataka,Postpaid,VoLTE,792.1,8.07,2307.79,IndiTel Communications
CUST02565,Tarini Balan,+917553381857,Female,27,Surat,Gujarat,Postpaid,5G,119.1,20.18,2033.2,IndiTel Communications
CUST02566,Samiha Reddy,+917898798625,Female,35,Surat,Gujarat,Prepaid,4G,800.3,49.81,2084.41,IndiTel Communications
CUST02567,Kanav Mahal,+919670186613,Female,32,Hyderabad,Telangana,Prepaid,VoLTE,385.8,36.04,1250.07,IndiTel Communications
CUST02568,Oorja Bhatnagar,+919925012832,Female,39,Mumbai,Maharashtra,Postpaid,4G,657.5,42.62,2187.98,IndiTel Communications
CUST02569,Dishani Lala,+919011967036,Female,47,Coimbatore,Tamil Nadu,Postpaid,4G,548.5,47.59,1397.42,IndiTel Communications
CUST02570,Mamooty Khanna,+917238071828,Male,34,Durgapur,West Bengal,Postpaid,5G,231.4,27.12,1242.6,IndiTel Communications
CUST02571,Shlok Kunda,+918234846242,Male,30,Kanpur,Uttar Pradesh,Prepaid,5G,620.4,37.95,913.22,IndiTel Communications
CUST02572,Tarini Mand,+918483225960,Female,58,Dwarka,Delhi,Prepaid,4G,212.4,44.92,347.17,IndiTel Communications
CUST02573,Siya Sen,+918315625245,Male,53,Kolkata,West Bengal,Postpaid,4G,412.0,20.6,426.16,IndiTel Communications
CUST02574,Madhav Chaudry,+918882939559,Male,44,Mangalore,Karnataka,Postpaid,5G,631.3,45.06,918.07,IndiTel Communications
CUST02575,Ahana  Shere,+919175863317,Female,29,Chennai,Tamil Nadu,Postpaid,5G,596.5,48.89,2443.59,IndiTel Communications
