Call_ID,Caller_Number,Receiver_Number,Call_Date,Call_Time,Call_Duration,Call_Type,Call_Cost,Tower_Location,Network_Type
CDR002596,+919110736926,+918627037271,2025-03-24,18:12:57,2709,Roaming,130.13,Mumbai-East,5G
CDR002597,+918522880762,+917321036594,2025-03-28,02:53:16,3353,ISD,54.08,Bangalore,VoLTE
CDR002598,+919242545099,+917459447598,2025-01-01,15:31:35,1310,ISD,40.68,Kolkata-South,4G
CDR002599,+918960564678,+919247960201,2025-01-26,04:08:26,2529,STD,77.17,Mumbai-East,VoLTE
CDR002600,+918194395879,+919313508551,2025-02-28,10:40:34,496,ISD,9.3,Pune,VoLTE
CDR002601,+919337390020,+917626221554,2025-02-28,04:20:11,2447,Roaming,85.44,Chennai-North,5G
CDR002602,+917217478670,+917801032444,2025-03-25,19:25:42,502,Local,14.84,Delhi-West,4G
CDR002603,+917154962975,+918511264002,2025-01-29,05:36:12,1159,STD,51.58,Hyderabad,VoLTE
CDR002604,+919835000557,+919966052659,2025-01-07,16:48:37,3308,Local,79.67,Bangalore,VoLTE
CDR002605,+918581943712,+919195922496,2025-02-18,06:03:11,1502,Roaming,63.72,Hyderabad,4G
CDR002606,+918934972410,+918993116720,2025-01-12,01:39:59,2120,Roaming,49.68,Hyderabad,5G
CDR002607,+918190919676,+917928427934,2025-01-05,16:52:46,2948,STD,77.1,Mumbai-East,4G
CDR002608,+919294784296,+919273871842,2025-02-10,07:15:00,405,Roaming,15.9,Bangalore,VoLTE
CDR002609,+918428934484,+919991058936,2025-03-30,03:02:48,3234,ISD,69.48,Pune,VoLTE
CDR002610,+919424559224,+917591091546,2025-03-04,03:21:02,1313,Local,45.67,Bangalore,5G
CDR002611,+919749502982,+917655918509,2025-02-03,11:51:04,2529,Local,121.86,Bangalore,5G
CDR002612,+917274950580,+917310691674,2025-01-30,22:25:17,696,ISD,24.9,Pune,VoLTE
CDR002613,+918544928025,+918378049282,2025-02-13,09:33:15,744,Local,14.3,Delhi-West,VoLTE
CDR002614,+917969445061,+919631290967,2025-03-23,04:00:48,2247,ISD,38.24,Hyderabad,4G
CDR002615,+919476021294,+917535400903,2025-01-12,01:18:47,119,Local,4.37,Pune,5G
CDR002616,+919111027339,+918094747159,2025-02-15,20:10:34,3166,STD,50.54,Delhi-West,4G
CDR002617,+918091230740,+918671194706,2025-02-16,16:07:57,639,Local,10.91,Delhi-West,4G
CDR002618,+917653723586,+919524747883,2025-02-20,15:23:12,224,Roaming,7.1,Chennai-North,4G
CDR002619,+919799997552,+919649186058,2025-02-01,05:47:20,1110,Local,20.18,Mumbai-East,4G
CDR002620,+919799595708,+919622371170,2025-01-29,01:39:32,500,STD,10.15,Mumbai-East,VoLTE
CDR002621,+918166015927,+919063173979,2025-03-11,03:37:43,477,ISD,5.65,Hyderabad,4G
CDR002622,+917357941423,+917603512213,2025-02-24,20:24:43,1717,Local,18.94,Chennai-North,5G
CDR002623,+919909070816,+918802036893,2025-01-29,08:51:25,476,Roaming,13.93,Mumbai-East,VoLTE
CDR002624,+918487144829,+917752297776,2025-02-02,22:57:44,910,Roaming,37.1,Mumbai-East,5G
CDR002625,+917789301691,+917034820981,2025-01-29,13:16:33,537,ISD,17.48,Delhi-West,5G
CDR002626,+917872471538,+917936410059,2025-02-12,11:54:33,3427,Roaming,130.37,Pune,4G
CDR002627,+917874697396,+917116210264,2025-03-01,14:23:38,686,Roaming,27.38,Mumbai-East,5G
CDR002628,+919065439866,+918339022372,2025-03-05,17:27:37,976,STD,29.91,Mumbai-East,VoLTE
CDR002629,+918248443061,+918982484057,2025-02-07,10:26:58,1831,Roaming,78.2,Kolkata-South,VoLTE
CDR002630,+918539224416,+917534647399,2025-02-25,19:51:42,1355,ISD,31.96,Pune,VoLTE
CDR002631,+918231390615,+917192964928,2025-01-27,13:28:31,3011,Roaming,127.39,Hyderabad,5G
CDR002632,+919585203066,+917109439063,2025-03-20,18:06:33,2300,Local,38.76,Bangalore,5G
CDR002633,+918463122463,+918909068911,2025-03-25,05:42:30,2265,ISD,31.3,Mumbai-East,5G
CDR002634,+917501913381,+917396888241,2025-03-14,13:28:48,3071,STD,41.96,Delhi-West,VoLTE
CDR002635,+918105579394,+917279767897,2025-01-08,02:37:37,175,ISD,3.88,Kolkata-South,VoLTE
CDR002636,+917966863779,+917779761188,2025-01-14,17:15:03,3573,Local,39.94,Kolkata-South,VoLTE
CDR002637,+918863020522,+917960461818,2025-01-23,22:17:28,301,Roaming,10.84,Mumbai-East,VoLTE
CDR002638,+918096104325,+918569103302,2025-03-13,21:14:32,1450,ISD,57.61,Kolkata-South,4G
CDR002639,+918373297870,+917193320452,2025-02-23,02:06:08,1468,ISD,39.96,Delhi-West,VoLTE
CDR002640,+919397877506,+919177223612,2025-03-29,19:10:14,1641,Local,68.09,Hyderabad,4G
CDR002641,+919814944090,+918362066019,2025-01-28,15:33:39,3379,STD,95.57,Chennai-North,4G
CDR002642,+919611677292,+917124194972,2025-03-23,10:04:42,19,Roaming,0.52,Mumbai-East,5G
CDR002643,+919055531281,+917329077869,2025-01-14,14:41:31,231,ISD,6.51,Kolkata-South,4G
CDR002644,+919126959457,+917316387042,2025-01-14,18:31:43,2565,STD,91.22,Delhi-West,5G
CDR002645,+918178239258,+917613390972,2025-03-25,06:02:42,2096,Roaming,65.97,Mumbai-East,5G
CDR002646,+919746470535,+917112984508,2025-02-25,16:10:46,921,Local,13.02,Mumbai-East,VoLTE
CDR002647,+919043504413,+919123462236,2025-01-25,03:46:19,2312,Local,24.28,Delhi-West,VoLTE
CDR002648,+919845972778,+917747166991,2025-02-06,13:31:18,492,STD,21.31,Mumbai-East,VoLTE
CDR002649,+918321970103,+918058264051,2025-01-14,00:14:42,340,ISD,4.88,Hyderabad,4G
CDR002650,+919632682633,+917213270734,2025-01-08,10:19:48,207,Roaming,3.26,Chennai-North,VoLTE
CDR002651,+919031565164,+918510423421,2025-03-20,00:47:38,2378,STD,110.65,Bangalore,VoLTE
CDR002652,+917361465178,+917519848310,2025-02-05,18:55:13,3315,ISD,129.72,Mumbai-East,VoLTE
CDR002653,+918281906840,+918359362047,2025-01-15,10:06:32,914,STD,23.31,Mumbai-East,5G
CDR002654,+918603126099,+918007604777,2025-02-25,15:37:48,501,Local,11.82,Mumbai-East,4G
CDR002655,+919087328791,+919040239201,2025-01-24,02:40:12,2365,ISD,59.29,Delhi-West,5G
CDR002656,+917560365598,+919442092650,2025-03-14,23:30:28,625,STD,9.41,Chennai-North,5G
CDR002657,+919524370962,+918265769254,2025-02-08,01:17:35,2160,STD,33.56,Kolkata-South,4G
CDR002658,+919033115670,+917994403065,2025-03-10,01:34:42,1336,ISD,64.44,Mumbai-East,4G
CDR002659,+919095974967,+919132672862,2025-03-24,15:12:24,1584,STD,72.77,Mumbai-East,4G
CDR002660,+917570132768,+917897791546,2025-02-07,08:56:35,3519,STD,144.68,Pune,4G
CDR002661,+917172996491,+919333489643,2025-02-13,13:59:08,2208,STD,103.7,Pune,VoLTE
CDR002662,+917441462086,+917967245772,2025-02-16,18:00:13,574,Local,21.21,Mumbai-East,5G
CDR002663,+917271923829,+918518583336,2025-03-05,22:41:16,2766,Local,28.38,Mumbai-East,VoLTE
CDR002664,+918877614822,+918688126476,2025-02-25,09:49:48,750,Local,8.73,Pune,5G
CDR002665,+919401589719,+918158561517,2025-02-06,22:42:10,1474,Local,56.75,Hyderabad,4G
CDR002666,+919891558403,+917568453472,2025-03-29,16:39:18,2348,Local,93.57,Delhi-West,5G
CDR002667,+918880857970,+917061252800,2025-03-11,21:28:53,1162,ISD,25.63,Pune,5G
CDR002668,+918387802448,+918877293601,2025-02-24,01:54:19,1952,Roaming,41.56,Mumbai-East,5G
CDR002669,+919274464434,+918189308947,2025-01-29,13:11:10,456,Local,18.26,Bangalore,5G
CDR002670,+918240080435,+919602223167,2025-03-17,02:04:26,3345,STD,61.33,Mumbai-East,5G
CDR002671,+917757569284,+919876559997,2025-01-26,05:30:44,34,Local,1.1,Kolkata-South,5G
CDR002672,+919108850042,+919954130759,2025-03-01,13:15:45,2600,Local,80.0,Mumbai-East,VoLTE
CDR002673,+918361191274,+917103568183,2025-03-11,08:08:53,1745,Local,44.24,Pune,4G
CDR002674,+918432486624,+918291572556,2025-01-07,18:57:11,523,ISD,5.92,Delhi-West,4G
CDR002675,+919783657447,+917897434694,2025-03-22,01:53:22,520,STD,12.02,Kolkata-South,5G
CDR002676,+919911963832,+917587734593,2025-03-29,20:59:04,2305,Roaming,115.0,Delhi-West,5G
CDR002677,+918063160094,+918484952628,2025-02-19,10:17:53,1013,STD,42.36,Delhi-West,4G
CDR002678,+918238179478,+918298852811,2025-01-05,03:00:18,1492,Roaming,55.41,Hyderabad,4G
CDR002679,+918400081034,+917981281303,2025-01-07,15:04:12,3259,ISD,112.98,Chennai-North,5G
CDR002680,+917572178564,+917245026436,2025-02-02,11:58:31,3018,ISD,71.88,Chennai-North,4G
CDR002681,+917934669955,+917562934363,2025-01-04,18:34:06,1720,ISD,78.35,Hyderabad,VoLTE
CDR002682,+917814761585,+918492184368,2025-02-27,07:57:37,504,STD,16.72,Mumbai-East,VoLTE
CDR002683,+919366629668,+919392431709,2025-03-25,23:47:42,2384,Local,44.13,Bangalore,4G
CDR002684,+918766611446,+919538633751,2025-01-28,09:10:39,2693,Local,38.32,Mumbai-East,VoLTE
CDR002685,+918861693356,+919273125360,2025-03-29,17:12:22,3160,STD,99.33,Pune,5G
CDR002686,+919919906312,+917451088373,2025-02-12,22:12:47,3463,ISD,125.03,Chennai-North,VoLTE
CDR002687,+918692919095,+919048629495,2025-01-09,03:07:41,1329,STD,15.74,Mumbai-East,VoLTE
CDR002688,+918045310824,+917134105463,2025-01-06,01:15:22,825,Local,15.84,Mumbai-East,VoLTE
CDR002689,+919272026934,+918731907982,2025-03-29,13:33:19,834,ISD,26.87,Hyderabad,5G
CDR002690,+917331912306,+918354602274,2025-01-25,23:10:53,2219,ISD,54.91,Pune,4G
CDR002691,+919066178114,+918085304545,2025-01-18,07:29:25,399,STD,19.77,Delhi-West,5G
CDR002692,+919127727937,+917004379314,2025-03-24,15:21:39,542,STD,12.65,Kolkata-South,VoLTE
CDR002693,+919536308399,+919357690595,2025-03-05,16:17:01,1771,Roaming,52.37,Mumbai-East,4G
CDR002694,+919833446808,+918842091712,2025-03-22,18:50:55,1558,Local,42.8,Kolkata-South,VoLTE
CDR002695,+917489443332,+919327340945,2025-03-17,04:00:03,976,STD,24.29,Mumbai-East,4G
CDR002696,+918067475843,+918659317113,2025-02-26,14:04:28,2903,STD,116.0,Chennai-North,5G
CDR002697,+919393332197,+917371884688,2025-01-21,08:48:57,1200,ISD,21.08,Kolkata-South,5G
CDR002698,+919601983677,+917773329431,2025-03-23,14:15:19,3446,STD,158.35,Kolkata-South,5G
CDR002699,+917598477318,+919932264468,2025-02-13,10:02:38,1931,Roaming,36.53,Kolkata-South,4G
CDR002700,+919241530210,+917529734727,2025-01-08,03:56:24,955,Roaming,11.65,Mumbai-East,5G
CDR002701,+918455194243,+917570982208,2025-03-16,02:35:19,3349,Local,76.33,Kolkata-South,VoLTE
CDR002702,+918106303655,+919115949460,2025-02-09,19:25:12,217,Local,2.97,Kolkata-South,4G
CDR002703,+919243898465,+917406120844,2025-03-27,22:19:06,3043,ISD,68.33,Delhi-West,4G
CDR002704,+919663910925,+918360564510,2025-03-06,02:14:54,582,ISD,24.56,Chennai-North,4G
CDR002705,+919281076919,+919883225437,2025-02-13,16:34:03,1648,Local,50.2,Pune,5G
CDR002706,+919988471091,+919879926001,2025-01-02,02:05:09,2886,Local,83.48,Mumbai-East,5G
CDR002707,+918069841413,+917239926099,2025-03-21,02:05:03,117,STD,4.78,Delhi-West,5G
CDR002708,+917727126976,+917196876067,2025-01-11,18:45:49,3179,Local,62.46,Mumbai-East,VoLTE
CDR002709,+918763672246,+918405489482,2025-01-07,21:32:12,3353,Local,93.4,Bangalore,5G
CDR002710,+917084433894,+917575911082,2025-02-04,11:05:57,3328,Local,143.23,Kolkata-South,4G
CDR002711,+919936838204,+919993396605,2025-03-09,05:45:16,90,STD,2.5,Chennai-North,5G
CDR002712,+917155754884,+918041511288,2025-01-02,14:40:15,3149,ISD,72.41,Delhi-West,4G
CDR002713,+917738751260,+917797127357,2025-02-23,07:05:14,760,STD,26.07,Bangalore,4G
CDR002714,+919508701357,+918171977764,2025-01-31,15:28:44,191,STD,5.5,Pune,4G
CDR002715,+919905406588,+918619640418,2025-02-15,14:33:55,24,Local,0.44,Mumbai-East,4G
CDR002716,+919675413651,+919897304153,2025-01-11,09:53:22,2782,ISD,135.42,Delhi-West,5G
CDR002717,+918508701092,+917104981833,2025-02-12,04:28:52,1314,ISD,53.32,Pune,VoLTE
CDR002718,+918177266761,+917745973511,2025-03-17,17:07:55,2930,Roaming,103.86,Bangalore,4G
CDR002719,+918166016997,+918402595757,2025-03-03,12:36:47,1488,ISD,30.2,Delhi-West,4G
CDR002720,+918220027661,+917647278404,2025-01-22,19:47:43,1784,ISD,87.8,Bangalore,5G
CDR002721,+919754685492,+919775358697,2025-01-02,20:32:56,1029,Local,33.51,Pune,5G
CDR002722,+917994472352,+917558462941,2025-01-18,09:18:29,3225,STD,138.56,Hyderabad,4G
CDR002723,+919023323788,+918924954743,2025-01-12,22:08:02,1214,STD,38.21,Mumbai-East,5G
CDR002724,+918452059920,+917545384875,2025-01-25,22:56:57,1084,STD,38.91,Mumbai-East,VoLTE
CDR002725,+918621527730,+917394009831,2025-01-18,21:20:38,1562,ISD,63.98,Bangalore,VoLTE
CDR002726,+917770305241,+917002209552,2025-03-15,02:22:33,2543,STD,56.13,Mumbai-East,VoLTE
CDR002727,+918598878614,+919803559436,2025-03-22,20:18:13,2531,Roaming,78.01,Kolkata-South,4G
CDR002728,+918233539456,+918081133495,2025-03-09,09:49:28,2357,ISD,28.41,Pune,4G
CDR002729,+918923262337,+918447148624,2025-02-14,02:12:09,1025,STD,33.09,Mumbai-East,4G
CDR002730,+918274548806,+917250197519,2025-01-07,23:13:05,1803,STD,20.83,Kolkata-South,VoLTE
CDR002731,+917974309397,+919130245959,2025-02-24,02:56:49,1039,STD,48.62,Delhi-West,4G
CDR002732,+917810850904,+919322030487,2025-01-27,17:35:57,2586,ISD,94.01,Hyderabad,4G
CDR002733,+918252136921,+919746076393,2025-03-29,22:33:32,3339,ISD,73.18,Pune,5G
CDR002734,+919881729846,+919582964687,2025-02-26,09:40:46,2073,Roaming,54.44,Hyderabad,4G
CDR002735,+917145007219,+918855490689,2025-02-07,06:00:22,3396,Roaming,42.97,Delhi-West,4G
CDR002736,+918583389710,+917219801885,2025-02-16,03:02:51,480,STD,11.85,Mumbai-East,4G
CDR002737,+918532593102,+917422443541,2025-02-05,04:09:47,3044,Local,130.19,Pune,5G
CDR002738,+918434901376,+919900252227,2025-01-14,23:49:11,3578,STD,155.56,Bangalore,4G
CDR002739,+917754367593,+919164780908,2025-03-01,02:07:45,1983,Roaming,57.87,Pune,4G
CDR002740,+918539800847,+919288491055,2025-02-18,16:32:56,637,ISD,28.92,Chennai-North,VoLTE
CDR002741,+918633624191,+917213604405,2025-03-29,18:51:08,973,ISD,45.8,Pune,VoLTE
CDR002742,+919759750721,+919401818608,2025-02-01,19:09:02,1839,Roaming,32.5,Kolkata-South,5G
CDR002743,+918126354752,+919749321326,2025-03-09,20:04:50,1882,Roaming,42.25,Chennai-North,5G
CDR002744,+917690510338,+919980463141,2025-03-04,23:29:28,709,Local,11.97,Delhi-West,VoLTE
CDR002745,+918518131769,+917746914163,2025-01-11,13:48:31,3039,Roaming,70.02,Kolkata-South,VoLTE
CDR002746,+918133820194,+918674616209,2025-01-17,01:25:13,2987,STD,89.64,Bangalore,4G
CDR002747,+917497007140,+919567575982,2025-03-19,09:02:03,2702,Roaming,97.73,Bangalore,VoLTE
CDR002748,+919693702184,+919369486414,2025-02-11,13:52:39,2454,STD,105.76,Chennai-North,4G
CDR002749,+918520034525,+919370150663,2025-01-02,13:52:08,272,STD,11.82,Bangalore,5G
CDR002750,+919786304643,+919572577166,2025-01-22,21:01:02,721,Roaming,13.24,Mumbai-East,5G
CDR002751,+917505114038,+917006779663,2025-01-30,11:39:19,3400,STD,80.23,Kolkata-South,VoLTE
CDR002752,+917407596195,+917539256639,2025-01-01,10:54:22,2320,ISD,44.41,Kolkata-South,VoLTE
CDR002753,+917204051972,+917016523334,2025-03-13,08:05:06,2177,ISD,28.24,Chennai-North,5G
CDR002754,+919476861035,+918081432484,2025-03-09,18:16:03,2064,Roaming,27.12,Kolkata-South,VoLTE
CDR002755,+919234646607,+917149727603,2025-01-17,14:03:19,1772,Local,68.58,Hyderabad,4G
CDR002756,+917437551847,+917731336312,2025-01-12,05:57:55,2242,STD,111.62,Delhi-West,VoLTE
CDR002757,+919522554584,+917330251611,2025-03-26,12:50:32,1748,STD,53.63,Bangalore,5G
CDR002758,+919934878426,+919863214426,2025-01-05,13:45:51,862,Local,30.48,Kolkata-South,4G
CDR002759,+917873854919,+918118579449,2025-02-06,15:44:52,2119,STD,101.2,Kolkata-South,VoLTE
CDR002760,+918425583027,+918919662542,2025-01-14,09:29:42,549,Local,15.39,Mumbai-East,VoLTE
CDR002761,+919874292630,+918982167861,2025-03-25,13:34:17,3348,Local,54.64,Bangalore,4G
CDR002762,+919216342989,+918568540439,2025-01-19,03:14:18,784,STD,21.55,Bangalore,4G
CDR002763,+917094483672,+919322526455,2025-01-30,18:54:37,2368,Local,60.57,Kolkata-South,4G
CDR002764,+917359348577,+918352135003,2025-01-19,00:12:55,3307,Roaming,81.99,Delhi-West,VoLTE
CDR002765,+917485031721,+919182171840,2025-01-16,13:23:38,2271,ISD,62.07,Pune,5G
CDR002766,+919690728154,+918127710462,2025-02-14,10:10:42,2787,Local,87.87,Mumbai-East,5G
CDR002767,+918213856050,+919806333987,2025-03-29,16:48:30,553,Roaming,16.23,Hyderabad,5G
CDR002768,+918065339408,+917936574539,2025-03-31,18:50:24,752,ISD,10.51,Mumbai-East,VoLTE
CDR002769,+919345178085,+918952674076,2025-01-08,11:22:35,2688,STD,79.68,Delhi-West,4G
CDR002770,+918276690388,+917187500826,2025-02-27,07:30:42,3300,STD,112.77,Bangalore,VoLTE
CDR002771,+918570184629,+919646770580,2025-03-07,10:17:04,2409,Local,119.59,Delhi-West,VoLTE
CDR002772,+917229165986,+918709412393,2025-03-29,03:36:09,2102,Roaming,28.23,Delhi-West,VoLTE
CDR002773,+918206521671,+919887440626,2025-01-12,11:36:47,460,STD,15.37,Chennai-North,5G
CDR002774,+917384498958,+917989930164,2025-01-27,09:14:26,2644,Roaming,130.48,Kolkata-South,5G
CDR002775,+919977560561,+919166386637,2025-02-11,22:43:26,2094,Local,45.41,Pune,4G
CDR002776,+917595787692,+918613326495,2025-03-24,11:58:02,2715,ISD,120.11,Mumbai-East,4G
CDR002777,+918328993905,+919772186694,2025-01-29,13:48:46,3104,Roaming,58.75,Hyderabad,4G
CDR002778,+919485860130,+917790145305,2025-02-16,19:20:05,1772,ISD,32.38,Delhi-West,4G
CDR002779,+917012558034,+918248309597,2025-03-08,20:55:48,3545,ISD,39.7,Delhi-West,5G
CDR002780,+919768413724,+919567735131,2025-02-24,09:50:37,1578,ISD,69.4,Pune,VoLTE
CDR002781,+918017118661,+919716873183,2025-03-03,17:55:14,756,STD,26.64,Bangalore,5G
CDR002782,+918704121215,+918517008478,2025-02-01,10:18:19,475,ISD,5.37,Bangalore,4G
CDR002783,+917340444686,+918764925294,2025-01-02,02:24:57,2543,STD,56.22,Kolkata-South,VoLTE
CDR002784,+918222356197,+919050673286,2025-01-04,11:13:02,3267,Local,35.16,Mumbai-East,4G
CDR002785,+918183798095,+918372948742,2025-03-04,11:16:48,465,STD,20.75,Hyderabad,4G
CDR002786,+918822978076,+919545897107,2025-02-02,19:43:43,1802,Local,79.22,Hyderabad,5G
CDR002787,+918458953277,+917564983859,2025-03-02,18:21:33,1128,ISD,24.48,Pune,4G
CDR002788,+918334294804,+919737919282,2025-03-04,14:12:11,1383,Roaming,19.29,Chennai-North,4G
CDR002789,+919888125084,+919726149946,2025-03-28,17:54:17,1062,ISD,46.63,Chennai-North,4G
CDR002790,+917977892895,+919220800706,2025-02-24,17:46:39,1516,STD,43.84,Kolkata-South,4G
CDR002791,+917550367581,+919417921405,2025-01-22,10:54:08,574,STD,11.93,Delhi-West,4G
CDR002792,+918539369179,+918011560706,2025-03-13,12:18:21,945,ISD,28.81,Pune,4G
CDR002793,+918981185923,+917256134637,2025-02-11,21:38:12,2735,STD,37.95,Kolkata-South,5G
CDR002794,+918750123916,+917804898202,2025-02-15,18:39:14,1966,Roaming,28.68,Mumbai-East,4G
CDR002795,+919423305607,+918505755792,2025-03-21,17:43:00,2615,Roaming,61.48,Kolkata-South,5G
CDR002796,+919992486088,+919463349172,2025-03-24,17:53:03,758,ISD,32.92,Bangalore,4G
CDR002797,+918842211031,+919212657242,2025-01-28,13:15:13,568,Local,16.19,Pune,VoLTE
CDR002798,+919987823123,+919866298055,2025-03-01,12:17:40,140,ISD,1.58,Chennai-North,5G
CDR002799,+919300431435,+917247536612,2025-01-01,23:46:27,422,ISD,12.04,Delhi-West,VoLTE
CDR002800,+919921144759,+918853761625,2025-01-01,16:47:23,819,Roaming,33.19,Mumbai-East,5G
CDR002801,+919604302897,+918470164800,2025-01-16,08:17:59,3244,ISD,81.42,Chennai-North,VoLTE
CDR002802,+919116110413,+919026576054,2025-01-25,11:54:25,3197,Roaming,90.27,Bangalore,4G
CDR002803,+919173339127,+917288046278,2025-01-13,12:30:51,1152,Local,48.23,Pune,VoLTE
CDR002804,+919934814575,+919587277319,2025-03-31,01:12:59,65,Local,1.95,Hyderabad,4G
CDR002805,+918295068834,+918073408479,2025-01-02,13:14:10,2417,Local,85.1,Chennai-North,VoLTE
CDR002806,+917177225207,+918755340534,2025-02-12,23:54:32,2454,Local,90.93,Hyderabad,5G
CDR002807,+918626434358,+918565053406,2025-01-28,05:51:39,409,STD,15.68,Pune,VoLTE
CDR002808,+918357548958,+917985567128,2025-02-10,08:24:37,3271,ISD,155.56,Kolkata-South,5G
CDR002809,+919605077469,+917048358038,2025-03-23,12:28:26,2943,Roaming,110.49,Hyderabad,4G
CDR002810,+917678298928,+917327463969,2025-01-29,04:00:18,2857,Local,141.27,Bangalore,4G
CDR002811,+918809861153,+917079001941,2025-03-21,19:45:57,3589,Roaming,165.07,Pune,5G
CDR002812,+919787367649,+918055345650,2025-02-04,23:10:40,2430,ISD,66.13,Hyderabad,4G
CDR002813,+918482756737,+918467696047,2025-01-16,05:59:48,3469,Local,172.77,Pune,VoLTE
CDR002814,+919951673582,+919648413966,2025-01-20,04:03:26,3029,STD,48.34,Bangalore,5G
CDR002815,+918286242112,+918891728333,2025-03-18,12:17:25,3164,Roaming,80.48,Chennai-North,5G
CDR002816,+917692677704,+918342968181,2025-02-28,05:41:13,2518,ISD,34.39,Pune,4G
CDR002817,+918066677109,+919192078865,2025-02-13,04:49:12,890,Local,19.48,Bangalore,4G
CDR002818,+919854048419,+918643929205,2025-01-22,00:31:18,2451,Roaming,70.19,Mumbai-East,5G
CDR002819,+918480594612,+919783695820,2025-01-28,23:16:34,20,ISD,0.79,Delhi-West,5G
CDR002820,+919201508578,+918849852009,2025-01-16,13:13:29,2810,ISD,59.24,Kolkata-South,5G
CDR002821,+919769109628,+918423298212,2025-03-01,20:00:17,847,ISD,35.15,Kolkata-South,4G
CDR002822,+918422641171,+918804555002,2025-02-03,05:20:50,2203,Local,47.02,Pune,VoLTE
CDR002823,+919450499045,+919423296445,2025-01-10,21:32:37,2881,ISD,61.13,Pune,4G
CDR002824,+918155017123,+917919338626,2025-01-24,15:15:07,848,ISD,40.57,Mumbai-East,4G
CDR002825,+919686836947,+917766058234,2025-03-06,18:00:37,306,Roaming,12.3,Bangalore,VoLTE
CDR002826,+919056323906,+917750654567,2025-03-21,10:48:12,3301,STD,105.59,Delhi-West,5G
CDR002827,+917883624867,+919561503879,2025-01-02,19:27:59,2811,STD,51.47,Mumbai-East,5G
CDR002828,+919939610008,+917024281674,2025-03-17,21:58:15,1825,ISD,84.1,Chennai-North,5G
CDR002829,+918988709925,+919334751061,2025-03-25,05:41:18,684,STD,12.23,Chennai-North,5G
CDR002830,+917899993837,+918711508961,2025-02-19,14:14:12,2105,ISD,25.98,Kolkata-South,VoLTE
CDR002831,+918957944114,+919602747615,2025-01-23,18:29:11,311,STD,4.66,Kolkata-South,VoLTE
CDR002832,+917834531811,+918059002730,2025-01-03,01:41:35,3491,ISD,69.29,Hyderabad,5G
CDR002833,+918133974481,+917816571960,2025-02-01,02:43:10,1814,Roaming,44.61,Bangalore,VoLTE
CDR002834,+919002324709,+918428852959,2025-03-01,17:41:23,1284,STD,40.3,Kolkata-South,VoLTE
CDR002835,+918432835706,+919297338140,2025-01-21,20:49:29,2087,ISD,37.75,Mumbai-East,5G
CDR002836,+917492353690,+919530416250,2025-01-23,22:30:34,3247,ISD,69.15,Kolkata-South,4G
CDR002837,+918312162110,+917846132925,2025-03-20,02:16:17,2601,ISD,110.32,Bangalore,VoLTE
CDR002838,+917963138824,+919845149018,2025-02-12,22:02:01,2765,Roaming,67.73,Bangalore,4G
CDR002839,+918673001825,+917806125878,2025-02-13,03:33:26,3485,Local,146.92,Pune,5G
CDR002840,+918061626101,+919431295891,2025-01-14,18:44:57,1983,Local,39.58,Pune,VoLTE
CDR002841,+918876446799,+919820097346,2025-02-27,01:25:34,2873,Local,101.89,Hyderabad,5G
CDR002842,+918188297937,+919719726219,2025-02-24,09:18:31,1521,Roaming,62.73,Pune,4G
CDR002843,+919086884563,+918544154954,2025-02-09,16:58:24,756,ISD,21.3,Delhi-West,4G
CDR002844,+918685530970,+917329643660,2025-01-01,04:57:33,373,ISD,14.74,Mumbai-East,5G
CDR002845,+919593248216,+919097087193,2025-03-30,16:21:24,3083,ISD,103.09,Hyderabad,4G
CDR002846,+917595187875,+917001454293,2025-02-05,15:50:52,1240,Roaming,57.19,Bangalore,VoLTE
CDR002847,+919979834001,+917034465967,2025-03-20,19:13:45,1102,Roaming,31.39,Chennai-North,4G
CDR002848,+917386576446,+917615662715,2025-03-06,06:11:29,2112,STD,42.61,Delhi-West,5G
CDR002849,+918500126551,+918612308587,2025-03-19,02:17:50,1175,STD,18.0,Delhi-West,VoLTE
CDR002850,+918422995156,+918931875157,2025-03-12,06:23:36,716,Local,34.62,Pune,VoLTE
CDR002851,+919032006194,+918369273917,2025-01-28,02:17:05,2024,Roaming,49.1,Kolkata-South,5G
CDR002852,+918966700866,+918310218936,2025-02-01,10:01:30,2008,STD,82.99,Chennai-North,4G
CDR002853,+919307886992,+918302585058,2025-03-08,14:07:40,3558,STD,154.17,Delhi-West,4G
CDR002854,+918216135765,+918516276862,2025-02-10,08:33:26,1759,Local,62.87,Mumbai-East,5G
CDR002855,+917065191763,+918477171129,2025-02-12,19:58:16,2403,Roaming,89.26,Bangalore,5G
CDR002856,+919506221435,+919871803886,2025-03-28,14:10:12,194,STD,6.76,Kolkata-South,VoLTE
CDR002857,+919326985832,+917090321247,2025-02-09,16:10:45,3028,ISD,138.79,Bangalore,4G
CDR002858,+919400030164,+918666719576,2025-03-08,09:34:00,2024,ISD,52.12,Mumbai-East,VoLTE
CDR002859,+919430596556,+919085652134,2025-02-03,05:09:09,2606,ISD,111.87,Pune,VoLTE
CDR002860,+918499378129,+917863532772,2025-02-26,08:29:41,2829,ISD,71.19,Mumbai-East,VoLTE
CDR002861,+919630407413,+917739700958,2025-02-11,02:55:04,3402,Local,148.52,Chennai-North,5G
CDR002862,+919573410044,+917254893957,2025-03-01,21:26:03,1140,STD,46.34,Bangalore,5G
