Call_ID,Caller_Number,Receiver_Number,Call_Date,Call_Time,Call_Duration,Call_Type,Call_Cost,Tower_Location,Network_Type
CDR001581,+917886209019,+918694854310,2025-05-14,08:53:26,2891,Roaming,82.92,Hyderabad,5G
CDR001582,+918023319074,+918586659029,2025-06-19,10:13:06,1074,ISD,11.52,Chennai-North,4G
CDR001583,+919611647119,+919840128752,2025-04-03,05:44:43,2323,Local,43.6,Pune,5G
CDR001584,+917944776172,+917364492565,2025-06-17,23:00:24,1115,Local,48.55,Pune,4G
CDR001585,+918075599365,+919676812457,2025-05-30,09:54:13,2264,ISD,51.63,Mumbai-East,5G
CDR001586,+917823040232,+919725854284,2025-04-14,13:40:36,144,Roaming,5.62,Kolkata-South,5G
CDR001587,+917867964289,+919791184532,2025-06-23,09:37:50,1003,Local,31.17,Hyderabad,5G
CDR001588,+917666692191,+919694325691,2025-04-28,16:01:24,1766,Local,63.97,Kolkata-South,VoLTE
CDR001589,+917689790802,+919620123692,2025-05-24,02:07:53,2673,ISD,59.59,Delhi-West,VoLTE
CDR001590,+919727384832,+918168510739,2025-06-09,02:25:23,2615,Roaming,57.11,Hyderabad,VoLTE
CDR001591,+917697140278,+919498703658,2025-04-06,08:07:26,1032,STD,50.93,Hyderabad,4G
CDR001592,+917338760596,+917816804046,2025-05-17,04:45:08,543,ISD,6.04,Bangalore,5G
CDR001593,+918927341661,+918680708564,2025-06-05,07:58:56,686,ISD,27.48,Hyderabad,4G
CDR001594,+918941859729,+918416955056,2025-06-23,15:58:44,1867,STD,68.2,Hyderabad,5G
CDR001595,+919189410924,+919668210709,2025-06-18,02:43:09,1686,Roaming,26.28,Hyderabad,5G
CDR001596,+919757165773,+919325213649,2025-05-23,06:19:20,2007,ISD,28.03,Delhi-West,4G
CDR001597,+919570695235,+919036361684,2025-06-03,10:15:41,850,ISD,22.48,Delhi-West,4G
CDR001598,+918396437415,+919421099799,2025-05-28,01:59:36,847,Roaming,20.61,Mumbai-East,4G
CDR001599,+919363723828,+918462737939,2025-05-23,03:59:01,1434,Roaming,52.08,Hyderabad,5G
CDR001600,+919281865418,+917651345114,2025-06-06,07:25:37,341,STD,9.21,Delhi-West,5G
CDR001601,+918653423825,+917580925134,2025-05-04,04:18:42,1140,ISD,21.95,Hyderabad,VoLTE
CDR001602,+917716803573,+919529577411,2025-06-12,07:41:47,262,ISD,9.11,Kolkata-South,VoLTE
CDR001603,+918268799139,+917497938183,2025-05-29,05:16:31,1176,Roaming,40.42,Pune,4G
CDR001604,+918101425557,+918900206621,2025-05-28,20:20:22,1992,Local,45.49,Chennai-North,4G
CDR001605,+917191513528,+917486859093,2025-04-26,16:40:16,372,ISD,8.85,Hyderabad,5G
CDR001606,+917596862980,+917649670932,2025-06-11,04:57:33,1149,Local,26.55,Pune,4G
CDR001607,+917607379324,+917215835212,2025-05-16,03:39:34,655,ISD,26.64,Chennai-North,VoLTE
CDR001608,+918918378008,+919329833741,2025-06-22,15:06:33,1156,ISD,31.25,Pune,4G
CDR001609,+918124396344,+917134807288,2025-05-12,09:49:59,1828,STD,48.29,Chennai-North,4G
CDR001610,+919133840416,+919023196699,2025-04-17,00:50:37,2500,Roaming,29.42,Bangalore,4G
CDR001611,+919885733670,+917584484258,2025-06-29,21:16:44,2656,ISD,77.71,Pune,4G
CDR001612,+918353256624,+917667212799,2025-04-01,10:33:51,3574,Roaming,83.17,Pune,4G
CDR001613,+918018051738,+918824319591,2025-05-04,15:44:15,2665,STD,127.43,Kolkata-South,5G
CDR001614,+918424467307,+917801711974,2025-05-20,00:34:34,2160,Roaming,28.87,Delhi-West,4G
CDR001615,+918421671357,+917661364966,2025-06-19,14:10:08,856,Roaming,33.42,Bangalore,VoLTE
CDR001616,+917443707339,+919327496464,2025-05-19,05:53:14,2003,Roaming,83.36,Mumbai-East,VoLTE
CDR001617,+918526963998,+918051333053,2025-04-27,06:25:15,3148,Local,84.56,Bangalore,VoLTE
CDR001618,+918674807414,+919901558894,2025-04-22,03:19:56,1863,ISD,35.9,Kolkata-South,4G
CDR001619,+918688244213,+918242270088,2025-06-26,06:12:51,2427,Local,86.33,Kolkata-South,5G
CDR001620,+919410906860,+919313162159,2025-05-03,01:48:50,1828,Roaming,52.57,Bangalore,VoLTE
CDR001621,+918994428118,+917503665502,2025-04-03,06:37:52,2054,ISD,37.25,Mumbai-East,VoLTE
CDR001622,+918469747316,+918968717292,2025-04-09,07:25:57,2202,Local,91.8,Bangalore,VoLTE
CDR001623,+919346525281,+918987533527,2025-04-26,00:40:33,716,Local,19.85,Kolkata-South,VoLTE
CDR001624,+918793517032,+917466626855,2025-04-19,07:08:35,775,Local,26.88,Hyderabad,5G
CDR001625,+919620704460,+919225379722,2025-05-06,03:30:08,1708,ISD,17.89,Mumbai-East,4G
CDR001626,+918505778963,+917354823636,2025-04-22,03:08:29,3537,STD,61.19,Kolkata-South,4G
CDR001627,+919477488315,+919017351602,2025-06-20,12:47:04,533,ISD,15.1,Kolkata-South,5G
CDR001628,+917191267905,+919249392360,2025-05-30,16:57:37,302,Roaming,3.54,Pune,VoLTE
CDR001629,+918360867307,+918835599547,2025-05-29,13:17:10,332,STD,12.96,Chennai-North,5G
CDR001630,+919738219052,+917679120335,2025-06-30,11:45:50,1776,Local,43.79,Delhi-West,4G
CDR001631,+919371260670,+918456654073,2025-06-06,01:40:45,852,STD,11.89,Delhi-West,5G
CDR001632,+918105690233,+917413262873,2025-06-28,00:47:16,2591,STD,60.22,Mumbai-East,5G
CDR001633,+918627987862,+917506342775,2025-05-26,21:43:39,255,Roaming,2.83,Pune,4G
CDR001634,+919479628331,+919246115989,2025-05-09,03:39:28,1137,ISD,29.16,Pune,VoLTE
CDR001635,+917543277836,+917239452442,2025-05-22,03:23:36,3382,Roaming,91.81,Bangalore,5G
CDR001636,+918917545335,+919970998454,2025-06-15,00:48:04,2313,ISD,106.55,Delhi-West,4G
CDR001637,+917990966817,+917643012208,2025-04-14,05:22:55,2142,ISD,38.61,Pune,5G
CDR001638,+917916560076,+919622402771,2025-06-14,05:25:32,273,Local,10.27,Bangalore,4G
CDR001639,+919066440535,+919419497810,2025-05-06,20:44:57,1946,STD,64.69,Kolkata-South,5G
CDR001640,+917643902204,+918535668820,2025-04-12,08:34:08,1716,Roaming,57.08,Bangalore,4G
CDR001641,+919708481217,+917404416859,2025-06-05,13:38:48,41,ISD,1.36,Pune,5G
CDR001642,+919690139998,+919954267651,2025-05-30,06:38:38,2125,Local,30.73,Chennai-North,5G
CDR001643,+918057270757,+919255424809,2025-05-25,17:56:54,2061,Local,65.23,Bangalore,VoLTE
CDR001644,+917455029157,+919601419953,2025-06-27,20:13:01,2422,STD,34.3,Delhi-West,VoLTE
CDR001645,+919320325346,+919513864794,2025-04-16,11:46:48,2171,STD,48.5,Delhi-West,VoLTE
CDR001646,+917932866432,+917498757697,2025-05-05,01:07:42,1147,Roaming,45.41,Chennai-North,VoLTE
CDR001647,+917229066221,+919899353788,2025-04-30,12:45:37,229,Local,11.01,Kolkata-South,VoLTE
CDR001648,+918424516736,+917289065103,2025-06-12,10:47:37,3414,Roaming,147.52,Delhi-West,4G
CDR001649,+917594947476,+917906953990,2025-05-26,07:44:07,3559,ISD,109.72,Bangalore,5G
CDR001650,+919923034153,+919994162908,2025-06-13,01:20:30,1882,Local,33.16,Delhi-West,VoLTE
CDR001651,+919234633232,+917342201987,2025-06-28,06:45:35,2637,ISD,102.45,Mumbai-East,4G
CDR001652,+918927756564,+918271417491,2025-05-02,09:38:52,1887,ISD,51.04,Bangalore,5G
CDR001653,+918595995865,+919825601063,2025-06-07,16:50:24,1889,Local,23.64,Hyderabad,5G
CDR001654,+919593744955,+918738720586,2025-04-12,16:22:13,992,Local,36.41,Bangalore,5G
CDR001655,+919120708992,+917729552932,2025-04-18,14:31:47,1576,STD,38.11,Pune,5G
CDR001656,+918557856859,+918805615731,2025-06-15,22:38:06,2611,STD,106.53,Bangalore,VoLTE
CDR001657,+919796556651,+917906591879,2025-06-03,10:07:41,3034,ISD,48.88,Chennai-North,4G
CDR001658,+918059326997,+919638000787,2025-06-25,15:02:33,2855,Local,81.16,Chennai-North,VoLTE
CDR001659,+918569370643,+917984448757,2025-06-03,13:06:23,2810,STD,109.55,Kolkata-South,5G
CDR001660,+917134347961,+917143305542,2025-06-14,22:28:50,3192,ISD,88.4,Kolkata-South,5G
CDR001661,+917619143165,+919831242155,2025-05-29,17:18:15,3224,Roaming,147.17,Bangalore,5G
CDR001662,+917998146989,+918754701673,2025-05-17,20:35:09,3306,ISD,164.6,Kolkata-South,5G
CDR001663,+917102725559,+919783210149,2025-05-20,18:07:33,1136,Local,45.89,Bangalore,VoLTE
CDR001664,+918743066689,+917641131885,2025-04-30,14:52:27,3221,STD,99.89,Chennai-North,VoLTE
CDR001665,+918606668516,+917697870985,2025-04-27,23:05:40,1373,Roaming,41.12,Delhi-West,4G
CDR001666,+919515492436,+918437739636,2025-06-19,15:23:33,1571,Local,22.93,Mumbai-East,5G
CDR001667,+917587760185,+917902539332,2025-04-04,09:56:08,91,Local,3.18,Bangalore,VoLTE
CDR001668,+918456923150,+919337679559,2025-04-26,18:50:53,2820,STD,106.21,Mumbai-East,5G
CDR001669,+918639619629,+919954127785,2025-06-28,18:01:17,2437,Local,54.88,Pune,4G
CDR001670,+917179563554,+919705363561,2025-04-09,02:47:46,3274,Roaming,76.19,Delhi-West,5G
CDR001671,+917176699529,+917575348914,2025-05-16,17:14:05,1407,Local,14.88,Delhi-West,5G
CDR001672,+918515169447,+917244326944,2025-05-21,20:23:30,1905,Roaming,67.3,Hyderabad,4G
CDR001673,+917997065168,+918241206702,2025-05-12,16:20:46,2976,ISD,45.42,Delhi-West,5G
CDR001674,+918899301605,+917151475021,2025-04-11,22:33:15,3272,STD,147.87,Pune,VoLTE
CDR001675,+919089492062,+919283863698,2025-06-23,15:14:57,2286,Roaming,113.96,Pune,5G
CDR001676,+919290334995,+919117664345,2025-04-13,13:16:31,3074,ISD,119.74,Pune,VoLTE
CDR001677,+917678182474,+918749583585,2025-05-24,10:44:49,1846,ISD,70.75,Kolkata-South,VoLTE
CDR001678,+917334783908,+919327728985,2025-05-23,09:28:39,424,Roaming,6.96,Kolkata-South,VoLTE
CDR001679,+918614906393,+918462017418,2025-06-20,02:01:32,2076,Local,23.27,Mumbai-East,4G
CDR001680,+918764271211,+917733351426,2025-04-25,23:12:53,3156,Roaming,56.86,Kolkata-South,VoLTE
CDR001681,+918756831450,+919768583980,2025-06-08,14:13:47,1729,ISD,52.95,Mumbai-East,4G
CDR001682,+918944808991,+917643929513,2025-06-08,02:00:37,3006,Local,104.62,Hyderabad,4G
CDR001683,+918649929344,+917935049964,2025-04-15,14:32:34,2701,ISD,69.45,Kolkata-South,VoLTE
CDR001684,+918458867283,+918075521448,2025-06-25,03:39:43,3272,Roaming,146.85,Mumbai-East,4G
CDR001685,+918668757093,+917846417962,2025-06-15,03:59:13,269,STD,3.93,Pune,5G
CDR001686,+918064763873,+917600956564,2025-05-28,14:09:44,3152,ISD,124.67,Chennai-North,5G
CDR001687,+917255977418,+917551784776,2025-04-01,04:13:44,2080,STD,29.44,Bangalore,5G
CDR001688,+917367157938,+919936606532,2025-04-18,08:15:18,2590,Local,123.49,Bangalore,4G
CDR001689,+918612118053,+917234788666,2025-06-04,08:00:53,2386,STD,41.28,Pune,VoLTE
CDR001690,+919774694817,+918307580842,2025-06-13,01:46:54,71,Local,2.95,Delhi-West,VoLTE
CDR001691,+917014271187,+919827493429,2025-04-09,09:56:07,1026,Local,37.67,Mumbai-East,4G
CDR001692,+918584182543,+917044296202,2025-05-17,14:01:22,2606,STD,125.84,Mumbai-East,VoLTE
CDR001693,+919178007653,+919469884528,2025-05-07,14:54:52,1334,Local,15.59,Chennai-North,VoLTE
CDR001694,+917715184673,+917215510201,2025-04-26,21:51:10,1211,Roaming,57.51,Chennai-North,5G
CDR001695,+918812746475,+917310779912,2025-04-04,01:33:22,1092,Local,46.65,Pune,VoLTE
CDR001696,+919341862097,+919724768805,2025-06-16,11:11:33,3524,Roaming,132.24,Hyderabad,5G
CDR001697,+918112732756,+917406465687,2025-05-25,22:22:53,1094,ISD,20.25,Mumbai-East,VoLTE
CDR001698,+919438066049,+919385511456,2025-06-05,03:09:21,1818,Local,48.71,Pune,VoLTE
CDR001699,+918565108238,+919026795960,2025-06-08,06:17:28,721,Local,13.19,Kolkata-South,VoLTE
CDR001700,+917544703078,+917109455539,2025-05-13,06:16:46,696,STD,28.94,Delhi-West,VoLTE
CDR001701,+918795208021,+917833974276,2025-06-26,02:18:03,576,ISD,12.45,Hyderabad,4G
CDR001702,+918317152853,+919102619519,2025-04-09,17:06:47,2866,ISD,50.79,Bangalore,4G
CDR001703,+919014068186,+919527169149,2025-06-05,16:57:17,2435,Roaming,94.72,Pune,4G
CDR001704,+919999951739,+917533559306,2025-04-20,09:28:02,3099,Local,126.0,Hyderabad,5G
CDR001705,+917225137103,+918668146898,2025-04-09,12:19:17,1192,Local,38.35,Pune,4G
CDR001706,+919303396694,+918683665634,2025-05-02,06:54:07,2399,Local,66.89,Chennai-North,4G
CDR001707,+919860049511,+917487815459,2025-04-21,13:31:16,2744,STD,73.4,Delhi-West,4G
CDR001708,+918628642593,+918669046662,2025-06-11,20:45:33,1690,Roaming,48.39,Chennai-North,5G
CDR001709,+918330422940,+917046231771,2025-06-09,05:22:33,1281,Roaming,19.36,Hyderabad,5G
CDR001710,+919411259330,+919548908820,2025-06-22,21:18:34,664,STD,19.33,Delhi-West,5G
CDR001711,+918245416877,+917828334378,2025-04-21,22:38:47,2547,STD,29.29,Mumbai-East,VoLTE
CDR001712,+919565299753,+918602970333,2025-04-08,22:42:36,406,Local,14.79,Pune,4G
CDR001713,+918169224824,+918391528644,2025-05-15,11:42:51,457,STD,13.84,Mumbai-East,4G
CDR001714,+917570391928,+918891937147,2025-04-02,02:44:15,3168,Local,63.38,Bangalore,5G
CDR001715,+919488039427,+919742878245,2025-05-14,02:06:26,1426,ISD,33.31,Bangalore,VoLTE
CDR001716,+917175755446,+918539258460,2025-05-31,10:25:20,2375,Roaming,67.43,Chennai-North,VoLTE
CDR001717,+917267406382,+918768807907,2025-05-19,06:58:06,3584,STD,116.32,Chennai-North,4G
CDR001718,+919520365727,+918524880242,2025-05-24,11:05:27,3202,Roaming,153.95,Mumbai-East,VoLTE
CDR001719,+918559506977,+919849623215,2025-06-09,13:49:09,2539,STD,34.57,Pune,VoLTE
CDR001720,+917609838277,+918927687254,2025-06-06,14:23:33,1532,Local,47.83,Bangalore,VoLTE
CDR001721,+917961935866,+918694049490,2025-05-05,10:52:06,679,Roaming,25.79,Hyderabad,5G
CDR001722,+918451929136,+918195420260,2025-04-04,12:55:35,3413,Roaming,117.87,Delhi-West,5G
CDR001723,+919912817021,+917858573565,2025-06-02,00:19:04,2367,Roaming,110.79,Mumbai-East,4G
CDR001724,+917177345097,+918992677319,2025-05-08,18:55:13,115,STD,5.21,Hyderabad,4G
CDR001725,+917676712765,+918162550562,2025-05-21,11:37:21,444,ISD,6.93,Kolkata-South,VoLTE
CDR001726,+918150749904,+919649847184,2025-04-02,19:58:35,1868,STD,54.77,Hyderabad,VoLTE
CDR001727,+917580834344,+917391331670,2025-05-30,14:42:24,2099,ISD,72.44,Pune,5G
CDR001728,+917629466143,+917988301176,2025-06-29,08:05:08,92,ISD,3.91,Mumbai-East,5G
CDR001729,+917114102187,+917396963622,2025-04-08,19:43:22,2112,STD,40.94,Bangalore,5G
CDR001730,+917133995306,+919751528906,2025-04-23,15:40:10,514,Local,17.22,Delhi-West,5G
CDR001731,+918560959730,+918967614542,2025-06-27,17:58:02,1455,ISD,36.85,Kolkata-South,VoLTE
CDR001732,+917407311874,+917201780102,2025-06-13,20:22:06,2856,STD,68.66,Delhi-West,5G
CDR001733,+917687701223,+917529494743,2025-04-24,08:28:44,3092,Local,114.0,Chennai-North,4G
CDR001734,+917692143870,+919926700641,2025-05-03,16:24:38,892,ISD,24.04,Chennai-North,5G
CDR001735,+917614551939,+918633609667,2025-04-27,18:07:42,3259,Local,62.36,Mumbai-East,4G
CDR001736,+919016504336,+918469025270,2025-05-21,06:25:19,1354,STD,18.15,Bangalore,4G
CDR001737,+918412335045,+919620843028,2025-05-08,01:54:10,2480,Local,53.04,Delhi-West,4G
CDR001738,+917432494804,+917749715366,2025-05-12,12:19:43,2650,Roaming,41.07,Hyderabad,VoLTE
CDR001739,+919739819778,+917606165651,2025-04-19,06:18:31,3226,Local,72.94,Bangalore,VoLTE
CDR001740,+917712499821,+917407228595,2025-04-21,16:25:19,705,Roaming,16.8,Bangalore,VoLTE
CDR001741,+919685658846,+917608478422,2025-06-10,03:35:20,287,Roaming,9.17,Mumbai-East,VoLTE
CDR001742,+919286711264,+919980606839,2025-06-23,21:34:43,2773,ISD,96.84,Bangalore,5G
CDR001743,+919161377527,+919626511150,2025-04-20,00:40:25,747,ISD,30.94,Mumbai-East,5G
CDR001744,+919182293072,+917210361386,2025-06-22,04:33:36,540,ISD,23.19,Delhi-West,5G
CDR001745,+917630732759,+917784707366,2025-06-24,13:00:38,460,Roaming,9.4,Delhi-West,5G
CDR001746,+919077962462,+917636951876,2025-04-07,04:58:18,114,Local,3.98,Pune,5G
CDR001747,+918107906322,+918399715755,2025-06-21,17:32:15,2832,Local,49.08,Mumbai-East,5G
CDR001748,+919802625039,+919547459113,2025-06-23,03:30:58,1227,ISD,44.32,Pune,4G
CDR001749,+917710644517,+917728651711,2025-06-12,23:24:51,2179,STD,69.57,Bangalore,5G
CDR001750,+917635955838,+919845848316,2025-05-28,16:30:27,3266,ISD,153.55,Mumbai-East,VoLTE
CDR001751,+918830802050,+919233746027,2025-05-10,18:40:43,2615,STD,118.79,Chennai-North,5G
CDR001752,+918487045665,+919218694863,2025-05-10,03:25:33,1980,ISD,63.8,Mumbai-East,5G
CDR001753,+918162664396,+919442759414,2025-04-21,12:00:09,3235,ISD,94.96,Bangalore,5G
CDR001754,+917191615810,+917227370458,2025-06-03,13:35:37,3270,ISD,124.36,Pune,4G
CDR001755,+919405363183,+919301522213,2025-05-10,12:36:27,1933,STD,86.5,Hyderabad,5G
CDR001756,+917061591188,+919396179615,2025-06-09,18:31:53,2956,Local,112.74,Mumbai-East,4G
CDR001757,+918880549288,+919820402128,2025-06-13,00:43:30,586,Roaming,20.52,Hyderabad,4G
CDR001758,+919411353635,+918454413288,2025-05-25,11:55:41,2988,STD,116.5,Bangalore,4G
CDR001759,+919109294733,+919478067376,2025-04-27,04:36:00,1324,ISD,54.68,Mumbai-East,5G
CDR001760,+917095064621,+919766882998,2025-05-23,23:16:07,1813,ISD,65.67,Hyderabad,4G
CDR001761,+919707628722,+919871834481,2025-04-17,16:38:14,2263,Roaming,89.1,Hyderabad,5G
CDR001762,+917911465657,+919410140788,2025-05-21,11:23:15,1963,Roaming,75.92,Mumbai-East,4G
CDR001763,+919289296912,+918835954294,2025-05-18,02:20:18,395,Roaming,10.32,Hyderabad,4G
CDR001764,+917055101240,+919265098012,2025-05-07,21:41:11,2280,Local,63.02,Bangalore,5G
CDR001765,+919452048529,+919194553619,2025-06-08,13:47:44,96,Roaming,2.26,Delhi-West,VoLTE
CDR001766,+917818109987,+919889546210,2025-04-08,08:34:13,1963,STD,75.01,Mumbai-East,VoLTE
CDR001767,+917682267602,+919626180698,2025-04-17,14:32:41,1586,STD,61.53,Chennai-North,4G
CDR001768,+919513713466,+918573279966,2025-06-08,16:17:55,136,STD,6.03,Pune,5G
CDR001769,+918135210426,+918527463767,2025-04-25,13:19:56,660,Roaming,16.6,Hyderabad,5G
CDR001770,+919497452251,+919270567470,2025-06-17,17:43:06,1335,Roaming,30.25,Kolkata-South,4G
CDR001771,+917345054945,+917196605390,2025-06-15,21:53:10,2893,STD,53.86,Delhi-West,4G
CDR001772,+917613353518,+917358705065,2025-05-24,06:58:39,289,STD,8.63,Delhi-West,VoLTE
CDR001773,+919056499267,+917405272435,2025-04-02,15:07:21,1124,Local,19.43,Pune,4G
CDR001774,+919514192851,+919372238952,2025-05-28,00:31:00,3250,Local,117.02,Mumbai-East,4G
CDR001775,+917255924829,+919036065344,2025-06-22,12:30:16,2195,Local,89.65,Pune,5G
CDR001776,+918006069039,+918221663655,2025-05-28,19:07:15,3051,STD,70.59,Hyderabad,5G
CDR001777,+919730989190,+918204234667,2025-05-18,11:33:10,1978,Roaming,23.74,Kolkata-South,5G
CDR001778,+918109987402,+919382114588,2025-05-15,22:16:36,2620,STD,49.47,Chennai-North,4G
CDR001779,+918264192571,+919715962915,2025-04-25,18:35:47,955,Roaming,11.42,Delhi-West,4G
CDR001780,+919997555351,+919178319555,2025-06-20,15:54:52,3574,ISD,163.5,Bangalore,4G
CDR001781,+919149428160,+917915441860,2025-06-22,09:07:36,2828,ISD,111.91,Bangalore,4G
CDR001782,+919383361835,+918498893676,2025-05-30,17:41:35,841,ISD,33.85,Delhi-West,4G
CDR001783,+918251767139,+919726825021,2025-05-03,20:28:07,3476,ISD,168.0,Pune,4G
CDR001784,+918916993816,+918489593492,2025-04-15,08:45:41,2731,Roaming,110.6,Delhi-West,4G
CDR001785,+918578180336,+917595733986,2025-05-22,23:50:05,2289,Local,72.5,Pune,4G
CDR001786,+917160802542,+918547655034,2025-04-07,01:59:01,987,Roaming,16.52,Hyderabad,VoLTE
CDR001787,+919220931595,+918006951313,2025-04-19,10:14:05,1499,Local,32.38,Pune,VoLTE
CDR001788,+917532867427,+919203296124,2025-04-03,03:42:12,671,STD,22.9,Delhi-West,4G
CDR001789,+917055404629,+918273020174,2025-06-27,03:39:09,489,Roaming,16.29,Bangalore,4G
CDR001790,+917510508805,+917104870774,2025-05-10,12:49:24,2790,STD,75.5,Kolkata-South,4G
CDR001791,+919926146235,+919141881982,2025-06-13,17:04:36,1572,Roaming,21.69,Mumbai-East,VoLTE
CDR001792,+918260331806,+917564625130,2025-04-05,18:02:32,1602,Local,41.19,Mumbai-East,4G
CDR001793,+917293235279,+917582216912,2025-06-17,14:20:17,1729,STD,19.74,Chennai-North,5G
CDR001794,+918040251518,+918094428418,2025-04-10,15:21:22,3513,STD,102.64,Pune,4G
CDR001795,+919362375821,+919481472331,2025-04-04,02:02:30,592,Local,22.85,Bangalore,4G
CDR001796,+919577597531,+918845681230,2025-05-29,17:20:44,271,ISD,7.16,Mumbai-East,5G
CDR001797,+917614515106,+918457991262,2025-05-02,06:36:50,230,Local,9.93,Pune,VoLTE
CDR001798,+919584656867,+918150551371,2025-04-28,13:56:28,525,Roaming,17.43,Hyderabad,5G
CDR001799,+919999069414,+917765889433,2025-06-08,23:18:22,3126,Local,153.54,Bangalore,4G
CDR001800,+918217878235,+919349330532,2025-05-12,21:51:02,1300,Roaming,22.49,Chennai-North,5G
CDR001801,+919392560928,+917555519772,2025-06-24,05:55:22,1008,ISD,31.76,Delhi-West,5G
CDR001802,+917705870471,+918523014312,2025-05-20,16:34:11,1720,STD,36.71,Pune,VoLTE
CDR001803,+919590559157,+919454570658,2025-06-30,17:36:10,436,Local,19.82,Kolkata-South,4G
CDR001804,+919966367964,+917220403272,2025-05-03,22:28:11,2008,Roaming,100.04,Kolkata-South,4G
CDR001805,+919462376369,+917637710104,2025-04-11,03:05:23,2135,ISD,61.06,Chennai-North,4G
CDR001806,+917478946609,+919353174225,2025-06-06,19:23:18,2685,ISD,62.49,Kolkata-South,4G
CDR001807,+917537990557,+917723832700,2025-06-19,00:10:29,1389,Local,19.67,Kolkata-South,VoLTE
CDR001808,+919119527037,+919743186997,2025-05-09,16:19:26,644,ISD,29.82,Hyderabad,VoLTE
CDR001809,+918441363335,+917769176536,2025-06-23,00:24:44,2459,Roaming,75.1,Hyderabad,5G
CDR001810,+918890287904,+919805758091,2025-05-01,21:06:22,3169,Local,123.22,Hyderabad,5G
CDR001811,+919571438854,+917731507078,2025-04-16,16:54:29,484,Local,20.82,Pune,5G
CDR001812,+919580608378,+918854991615,2025-06-15,09:32:47,1151,STD,28.66,Chennai-North,5G
CDR001813,+919477873089,+917265571844,2025-06-15,13:01:23,98,Roaming,3.48,Mumbai-East,4G
CDR001814,+917501425594,+919624788464,2025-04-07,11:45:37,779,Roaming,15.26,Delhi-West,4G
CDR001815,+918281634769,+919045293820,2025-05-25,15:36:28,812,STD,10.88,Pune,4G
CDR001816,+918588338363,+917240882603,2025-06-01,20:45:21,373,Roaming,17.11,Delhi-West,5G
CDR001817,+917094848527,+919329940175,2025-05-23,22:51:26,1936,Local,95.15,Chennai-North,4G
CDR001818,+918712777641,+918670226846,2025-04-26,06:41:42,238,Local,11.88,Chennai-North,4G
CDR001819,+919274565055,+917784349380,2025-04-24,09:36:41,1387,STD,47.43,Pune,VoLTE
CDR001820,+919232382767,+919923792972,2025-06-20,05:19:43,1022,ISD,43.44,Pune,VoLTE
CDR001821,+919583225707,+918583557334,2025-05-14,09:41:05,1812,Local,79.79,Delhi-West,VoLTE
CDR001822,+919523668895,+918905949737,2025-04-16,12:43:36,1468,STD,43.23,Chennai-North,5G
CDR001823,+918126113306,+918447479427,2025-06-06,11:20:37,3513,STD,160.51,Pune,4G
CDR001824,+919136453764,+919375236446,2025-04-19,12:42:28,2613,Roaming,119.18,Hyderabad,VoLTE
CDR001825,+917598833559,+918585638919,2025-05-22,10:54:33,50,STD,0.95,Mumbai-East,4G
CDR001826,+918034464113,+919836425700,2025-04-06,07:17:06,2741,Roaming,55.79,Kolkata-South,VoLTE
CDR001827,+917743301911,+917170918878,2025-05-08,00:13:46,1032,Local,34.75,Chennai-North,5G
CDR001828,+918329065829,+918682436335,2025-04-06,12:07:58,801,ISD,25.77,Kolkata-South,4G
CDR001829,+918511469879,+919290344532,2025-06-08,15:25:06,3076,ISD,139.54,Chennai-North,VoLTE
CDR001830,+919219137993,+919270464887,2025-06-04,23:44:22,1992,Roaming,80.06,Delhi-West,4G
CDR001831,+918319347545,+918081736182,2025-04-21,00:47:44,907,Roaming,34.02,Hyderabad,4G
CDR001832,+919882583190,+918007842932,2025-06-18,05:24:17,3294,Roaming,93.01,Chennai-North,4G
CDR001833,+918281442794,+918829810892,2025-05-22,03:17:41,320,Roaming,11.01,Delhi-West,5G
CDR001834,+917791226727,+917743606036,2025-04-27,22:34:40,1163,ISD,22.58,Mumbai-East,4G
CDR001835,+919800346958,+919921160750,2025-06-20,21:44:58,349,Roaming,12.13,Kolkata-South,VoLTE
CDR001836,+917309521206,+919298693744,2025-06-17,12:57:10,1432,Local,57.47,Kolkata-South,VoLTE
CDR001837,+919468080019,+917419401096,2025-04-09,00:25:19,3094,Roaming,147.94,Kolkata-South,VoLTE
CDR001838,+918529543559,+919712497701,2025-05-13,11:20:22,2246,STD,91.18,Mumbai-East,4G
CDR001839,+918464328345,+917365060361,2025-05-19,11:54:33,540,ISD,19.35,Delhi-West,4G
CDR001840,+919183896839,+918466958211,2025-06-24,13:49:51,543,ISD,9.15,Kolkata-South,4G
CDR001841,+918810362560,+917935375932,2025-04-25,05:24:46,2075,Roaming,63.96,Hyderabad,4G
CDR001842,+917027776698,+919053920270,2025-06-08,21:00:50,557,Local,10.11,Chennai-North,VoLTE
CDR001843,+917940639351,+918631232344,2025-06-10,22:47:41,349,Roaming,8.17,Kolkata-South,4G
CDR001844,+919804887134,+919782428399,2025-05-31,07:48:38,2360,STD,111.91,Delhi-West,5G
CDR001845,+919536736054,+917996867779,2025-06-21,00:18:34,3474,STD,114.11,Pune,5G
CDR001846,+918691867449,+919534635661,2025-05-15,00:40:34,474,STD,16.6,Kolkata-South,5G
CDR001847,+918391101750,+917342423465,2025-05-18,01:12:40,2255,Local,87.08,Chennai-North,5G
CDR001848,+917355162305,+919501043387,2025-05-06,07:24:16,892,Roaming,11.27,Pune,4G
